,state,acclength,areacode,interplan,vmailplan,vmailmess,daycalls,daycharge,evecalls,evecharge,nightcalls,nightcharge,intlmins,intlcalls,intlcharge,custservcalls,churn
955,KS,36,510,no,no,0,83,30.36,103,18.11,119,8.91,10.9,5,2.94,1,no
956,NV,180,510,no,no,0,96,23.63,64,19.12,118,7.69,15.7,5,4.24,2,no
957,MT,25,415,no,no,0,98,22.83,109,17.2,100,8.82,12.6,5,3.4,2,no
958,ID,88,415,no,yes,31,91,30.87,120,18.12,104,9.35,11.4,4,3.08,1,no
959,AR,109,510,no,no,0,101,29.02,82,20.42,112,5.36,11.4,4,3.08,2,no
960,KS,124,510,no,yes,37,109,27.4,79,17.36,87,10.42,8.9,4,2.4,1,no
961,OR,177,408,no,no,0,77,14.43,109,21.89,66,9.47,7.5,5,2.03,2,no
962,KS,24,510,no,no,0,91,41.31,77,15.63,109,8.29,15.3,6,4.13,0,yes
963,IL,48,510,no,no,0,71,21.79,78,4.09,80,5.23,8.9,3,2.4,0,no
964,IA,86,408,no,no,0,115,21.47,112,14.35,95,6.96,9.8,7,2.65,2,no
965,AZ,163,510,no,no,0,56,30.38,79,18.33,84,6.87,10.6,2,2.86,4,no
966,NE,91,510,no,no,0,109,27.03,142,21.68,73,3.71,10.1,4,2.73,0,no
967,ID,56,510,no,no,0,79,25.65,87,13.75,115,7.55,11.7,5,3.16,3,no
968,OH,147,415,yes,yes,24,118,37.38,116,17.72,111,15.86,8.1,4,2.19,3,no
969,TX,64,415,no,no,0,116,28.56,94,16.35,98,7.49,10.1,3,2.73,2,no
970,TN,108,510,no,yes,34,83,27.56,117,14.6,76,11.69,9.6,3,2.59,4,yes
971,ND,136,510,yes,no,0,90,43.66,104,19.56,82,6.46,9.1,10,2.46,3,no
972,MT,116,415,no,yes,35,122,31.08,119,18.08,103,8.72,11.0,2,2.97,1,no
973,NC,45,408,no,yes,38,92,33.46,108,21.61,85,11.78,7.7,2,2.08,1,no
974,MN,122,415,no,no,0,120,23.82,128,19.67,127,8.46,11.2,5,3.02,2,no
975,MN,138,415,no,no,0,83,33.03,97,16.14,102,10.45,9.0,3,2.43,5,no
976,MA,132,415,no,no,0,66,19.99,108,18.19,94,10.78,8.8,5,2.38,1,no
977,PA,101,415,yes,no,0,108,32.93,98,15.86,100,10.04,11.6,8,3.13,0,no
978,GA,58,510,no,no,0,105,41.33,108,19.67,120,8.14,7.8,4,2.11,2,no
979,TX,87,415,no,no,0,105,28.75,102,14.44,106,11.02,9.9,10,2.67,3,no
980,ME,116,510,no,no,0,93,38.98,111,15.68,91,7.57,8.8,3,2.38,2,no
981,RI,85,415,yes,no,0,97,33.52,115,17.99,133,9.45,8.3,4,2.24,4,no
982,MN,62,510,no,yes,33,84,31.69,136,17.09,103,12.9,11.1,3,3.0,2,yes
983,NH,90,415,no,no,0,121,12.94,73,24.68,89,10.66,10.8,3,2.92,0,no
984,TN,98,415,no,no,0,65,27.68,109,15.73,104,9.88,6.0,3,1.62,2,no
985,UT,73,415,no,no,0,115,30.99,97,16.93,113,5.41,18.0,5,4.86,1,no
986,RI,107,510,yes,no,0,83,33.05,84,21.06,93,11.04,11.2,7,3.02,2,no
987,NH,55,408,no,yes,20,95,32.18,113,10.08,102,11.26,12.5,4,3.38,2,no
988,AK,76,415,no,yes,22,107,27.22,136,14.34,102,1.04,9.5,4,2.57,3,no
989,NC,30,510,no,no,0,76,24.65,112,20.46,134,8.87,7.1,4,1.92,3,no
990,AZ,157,415,no,no,0,105,37.52,127,10.14,113,7.43,11.5,7,3.11,4,no
991,TN,72,408,no,no,0,79,24.99,103,13.8,80,7.33,10.5,4,2.84,1,no
992,WY,95,415,no,yes,39,130,44.34,111,18.14,97,8.8,10.1,5,2.73,1,no
993,IN,86,415,no,no,0,112,28.25,81,21.7,97,10.26,5.4,7,1.46,1,no
994,NJ,131,415,no,no,0,115,36.01,102,22.14,96,6.49,10.8,7,2.92,0,no
995,FL,55,510,no,yes,45,114,22.19,94,17.71,114,6.37,11.0,5,2.97,4,yes
996,MI,81,408,no,no,0,102,28.25,112,18.5,68,9.91,13.2,2,3.56,4,no
997,MT,28,415,no,no,0,48,20.69,112,10.69,122,11.77,8.3,2,2.24,6,yes
998,AL,111,510,no,no,0,62,29.99,124,17.09,138,6.77,11.2,2,3.02,0,no
999,NV,3,510,no,yes,27,116,11.46,78,20.74,93,12.65,11.4,2,3.08,2,no
1000,MI,51,415,no,no,0,129,39.05,104,28.56,128,8.68,9.6,1,2.59,1,yes
1001,FL,68,415,no,yes,24,118,29.92,116,23.62,71,7.86,14.7,7,3.97,1,no
1002,NY,163,408,no,no,0,77,42.11,108,22.91,82,7.53,9.6,7,2.59,0,yes
1003,KS,87,510,no,no,0,90,19.62,68,22.32,69,11.06,13.1,5,3.54,2,no
1004,NC,58,510,no,no,0,95,19.07,108,17.82,78,11.74,13.9,1,3.75,0,yes
1005,MN,109,408,no,no,0,138,27.64,109,13.09,118,9.44,11.5,4,3.11,0,no
1006,RI,111,415,no,no,0,107,39.0,99,18.2,95,13.03,10.4,6,2.81,4,no
1007,UT,144,415,no,no,0,96,23.73,93,10.56,75,4.3,15.0,4,4.05,2,no
1008,OR,135,415,no,no,0,66,44.85,116,21.36,112,9.0,8.4,2,2.27,5,yes
1009,IL,107,415,no,yes,14,132,19.43,91,16.98,74,8.76,7.5,8,2.03,1,no
1010,OH,149,408,no,no,0,108,33.37,96,11.63,87,6.96,7.7,3,2.08,2,no
1011,MA,56,510,no,no,0,95,43.04,116,15.98,133,6.39,4.4,4,1.19,1,no
1012,OR,129,408,no,no,0,99,16.66,62,20.46,123,11.47,10.5,4,2.84,0,no
1013,CA,92,408,no,no,0,118,42.4,95,17.98,116,7.61,9.1,3,2.46,0,no
1014,VT,120,415,no,no,0,106,37.62,98,22.75,80,5.02,9.3,7,2.51,0,no
1015,ID,166,415,no,no,0,106,37.52,118,15.11,102,9.27,12.4,9,3.35,1,no
1016,OR,66,408,no,no,0,76,14.89,111,22.27,125,8.31,9.2,5,2.48,1,no
1017,ME,79,415,no,no,0,110,36.31,121,19.97,157,10.33,8.8,3,2.38,2,no
1018,AZ,141,510,no,yes,22,123,36.62,98,27.94,89,7.22,7.8,6,2.11,1,no
1019,UT,49,415,no,no,0,90,45.27,117,17.66,98,9.23,14.0,2,3.78,2,yes
1020,IA,46,510,no,no,0,111,33.86,83,14.88,84,9.48,10.2,2,2.75,3,no
1021,WA,171,408,no,no,0,69,45.99,112,19.55,111,6.12,9.6,5,2.59,1,yes
1022,VA,10,415,no,no,0,127,37.77,125,13.01,80,10.23,12.9,4,3.48,1,no
1023,CO,88,510,no,no,0,78,10.52,114,22.32,110,9.56,8.8,2,2.38,3,no
1024,LA,89,415,no,no,0,92,23.99,126,21.17,73,6.12,10.8,2,2.92,2,no
1025,TX,82,415,no,no,0,81,32.16,117,15.67,83,11.51,10.6,5,2.86,3,yes
1026,NY,137,415,yes,no,0,123,29.58,115,13.71,98,11.73,11.4,3,3.08,2,no
1027,WA,45,510,no,no,0,106,13.36,110,15.92,111,8.29,7.4,5,2.0,1,yes
1028,WI,90,415,no,no,0,92,34.15,91,13.97,98,11.21,8.9,7,2.4,1,no
1029,TN,103,415,no,no,0,123,24.02,87,21.56,96,9.71,6.4,2,1.73,1,no
1030,CT,100,415,no,no,0,130,40.09,69,14.96,122,2.86,7.3,1,1.97,2,no
1031,NH,124,415,no,no,0,113,43.23,104,6.71,69,6.89,11.8,2,3.19,2,no
1032,MT,10,510,no,no,0,103,31.11,77,18.26,73,9.29,8.7,6,2.35,2,no
1033,NE,89,415,no,yes,29,80,27.8,136,23.36,147,17.19,7.5,5,2.03,2,no
1034,WI,101,415,no,no,0,102,42.26,93,14.87,86,9.32,6.1,3,1.65,3,no
1035,WI,51,408,no,no,0,60,33.63,64,18.79,134,7.59,8.9,5,2.4,1,no
1036,DE,2,415,yes,no,0,42,22.46,88,11.81,119,8.67,9.1,1,2.46,2,yes
1037,NH,111,510,no,no,0,117,33.51,128,19.36,101,9.63,9.3,11,2.51,0,no
1038,VA,118,415,no,no,0,112,26.28,105,15.66,102,9.78,12.6,5,3.4,2,no
1039,TN,17,510,no,yes,31,115,26.03,59,15.8,102,10.09,10.0,1,2.7,6,yes
1040,VA,130,408,no,no,0,119,35.9,120,19.64,80,9.94,6.3,9,1.7,2,no
1041,ID,193,415,no,no,0,92,16.46,103,12.12,115,9.45,10.9,5,2.94,2,yes
1042,AZ,137,415,no,no,0,91,23.99,100,12.51,75,11.46,8.0,7,2.16,2,no
1043,MT,185,408,no,yes,29,121,25.69,88,20.8,91,6.95,13.8,2,3.73,2,no
1044,OK,101,408,no,no,0,107,35.63,96,19.45,85,7.76,7.6,2,2.05,3,no
1045,KS,126,408,no,no,0,99,54.62,93,14.27,106,8.71,8.0,4,2.16,1,yes
1046,WY,71,415,no,no,0,124,41.43,90,5.1,129,8.5,11.3,2,3.05,0,no
1047,MS,124,415,no,no,0,85,42.76,98,18.21,71,8.37,11.1,6,3.0,3,no
1048,WY,97,510,yes,no,0,107,40.27,105,13.4,120,10.85,7.3,2,1.97,0,yes
1049,TX,28,415,no,no,0,79,27.15,131,18.42,116,9.3,9.3,3,2.51,2,no
1050,WA,90,415,yes,no,0,96,25.19,111,18.73,97,6.04,9.2,1,2.48,4,yes
1051,HI,190,408,no,no,0,86,25.65,129,22.83,73,8.1,14.7,1,3.97,1,no
1052,AK,52,415,no,yes,24,71,29.05,80,17.12,124,7.15,4.1,5,1.11,2,no
1053,MA,111,415,no,no,0,89,48.35,113,13.35,91,10.93,8.4,8,2.27,0,yes
1054,SD,98,415,no,no,0,0,0.0,130,13.57,88,7.52,6.8,1,1.84,4,yes
1055,PA,106,408,yes,no,0,45,22.73,107,15.96,89,8.19,10.7,2,2.89,1,yes
1056,NC,111,408,no,no,0,117,38.23,127,16.31,97,10.35,10.3,3,2.78,0,no
1057,VT,59,408,no,no,0,98,25.81,92,17.84,86,12.01,11.9,5,3.21,1,no
1058,KY,71,510,no,yes,22,107,24.04,105,13.86,99,9.9,5.6,3,1.51,2,no
1059,WA,55,408,no,no,0,124,48.57,106,19.63,140,10.38,14.8,7,4.0,0,yes
1060,WI,105,408,no,no,0,103,25.11,78,18.93,102,7.36,12.8,3,3.46,2,no
1061,IA,118,415,no,no,0,120,23.14,103,17.36,90,10.27,11.3,4,3.05,1,no
1062,AZ,97,408,no,no,0,84,28.85,86,14.1,83,8.64,12.8,6,3.46,3,no
1063,ND,51,510,no,no,0,89,38.62,106,16.52,126,10.95,14.9,2,4.02,0,no
1064,HI,35,415,no,no,0,102,21.11,115,10.53,100,6.11,13.1,8,3.54,2,no
1065,WY,64,415,no,no,0,76,35.05,76,19.75,96,11.32,13.6,2,3.67,1,no
1066,WV,63,510,no,no,0,122,22.59,62,5.7,121,7.22,9.9,2,2.67,3,no
1067,OK,117,415,no,yes,31,115,17.83,125,20.2,104,11.85,7.7,6,2.08,3,no
1068,CT,115,415,no,no,0,97,41.65,75,21.31,124,12.16,13.7,8,3.7,1,yes
1069,VA,94,415,yes,no,0,131,40.05,107,16.56,93,7.68,8.6,4,2.32,1,no
1070,VT,129,408,no,no,0,127,31.62,96,22.3,63,4.45,11.5,6,3.11,4,no
1071,SD,86,415,no,no,0,75,38.06,109,13.23,143,6.76,7.3,9,1.97,1,no
1072,PA,96,510,no,no,0,125,30.52,139,13.8,133,11.9,6.6,2,1.78,1,no
1073,ND,190,415,no,no,0,102,28.8,113,21.55,93,8.87,8.9,5,2.4,1,no
1074,CT,80,408,no,no,0,90,20.08,77,12.27,86,10.13,8.2,6,2.21,1,no
1075,SC,108,415,no,no,0,105,19.04,110,16.46,93,9.4,4.1,4,1.11,4,yes
1076,MI,97,408,no,yes,32,129,28.63,97,19.2,95,8.63,8.5,7,2.3,0,no
1077,OH,65,415,no,no,0,139,41.77,113,20.56,117,12.84,4.2,5,1.13,4,yes
1078,IL,58,415,yes,yes,43,96,24.28,100,23.15,105,8.7,8.9,4,2.4,1,no
1079,MO,36,415,no,no,0,115,34.41,115,19.61,127,9.09,10.2,2,2.75,3,no
1080,WI,54,415,no,no,0,119,19.86,123,10.46,101,9.79,12.0,2,3.24,1,no
1081,GA,125,415,no,yes,39,107,40.14,110,24.58,107,7.89,9.1,4,2.46,2,no
1082,VT,72,415,no,yes,21,113,23.48,83,22.11,118,6.09,8.2,2,2.21,2,no
1083,CT,141,408,no,no,0,108,8.82,83,13.77,115,10.06,10.1,3,2.73,3,no
1084,SD,20,415,no,yes,35,98,29.16,127,13.01,125,7.45,7.1,3,1.92,0,no
1085,IN,99,415,yes,no,0,127,33.52,92,13.26,99,9.18,9.9,6,2.67,4,no
1086,OH,94,510,no,no,0,62,33.0,54,19.31,115,8.57,15.3,4,4.13,1,no
1087,NY,40,510,no,no,0,105,19.67,113,10.86,91,4.84,9.3,6,2.51,1,no
1088,NE,86,510,no,yes,29,118,26.72,136,16.69,109,10.2,8.4,5,2.27,3,no
1089,OK,101,415,no,no,0,85,45.85,86,17.65,107,9.64,4.5,15,1.22,3,yes
1090,UT,103,415,no,no,0,110,32.27,83,9.82,103,8.61,12.2,4,3.29,0,no
1091,MD,140,415,yes,yes,27,124,32.11,102,13.68,100,8.9,11.5,5,3.11,4,no
1092,VT,101,510,no,no,0,0,0.0,119,16.33,95,7.6,7.2,4,1.94,1,no
1093,TX,98,408,no,yes,19,87,18.79,97,19.36,84,10.96,11.0,4,2.97,1,no
1094,AZ,104,408,no,no,0,116,28.49,112,18.63,94,9.72,11.7,2,3.16,4,no
1095,VA,115,415,no,no,0,90,22.44,75,16.79,114,7.91,0.0,0,0.0,3,no
1096,WI,112,408,no,no,0,88,28.53,81,21.07,108,6.98,11.9,4,3.21,0,no
1097,NE,70,415,no,no,0,86,36.28,77,17.4,101,11.55,5.7,4,1.54,1,no
1098,KY,126,510,no,no,0,120,29.82,71,8.36,93,9.09,10.6,1,2.86,0,no
1099,MS,73,415,no,yes,31,105,13.99,91,21.77,98,10.33,11.8,2,3.19,6,yes
1100,NJ,1,415,no,yes,30,95,31.13,110,19.77,110,11.17,8.4,2,2.27,0,no
1101,NH,133,408,no,no,0,91,27.56,94,18.03,78,11.72,12.2,5,3.29,1,no
1102,SD,95,408,no,yes,20,78,28.17,94,18.33,91,10.95,9.8,6,2.65,0,no
1103,LA,99,510,no,no,0,89,24.19,95,17.38,114,9.14,9.1,1,2.46,0,no
1104,NV,27,510,no,no,0,121,30.19,92,25.23,106,8.68,7.6,3,2.05,3,no
1105,AK,141,408,no,no,0,74,14.14,104,16.2,79,6.77,10.7,7,2.89,1,no
1106,NM,65,415,no,no,0,95,17.97,100,12.05,105,8.12,6.6,12,1.78,2,no
1107,MN,37,415,no,yes,20,81,45.0,110,18.4,102,9.48,10.4,7,2.81,0,no
1108,WY,127,415,yes,yes,28,117,16.3,131,13.56,132,6.88,10.4,3,2.81,1,no
1109,WA,78,408,no,no,0,77,23.92,114,16.59,107,11.38,11.7,5,3.16,0,no
1110,NM,55,510,no,no,0,148,20.35,96,19.7,113,10.0,4.6,2,1.24,2,no
1111,VA,86,415,no,yes,30,84,16.98,125,22.4,90,11.46,9.8,7,2.65,2,no
1112,RI,176,415,no,no,0,108,42.65,100,14.57,85,6.69,9.6,6,2.59,2,no
1113,AL,96,415,yes,no,0,117,34.1,120,24.61,95,4.42,11.2,5,3.02,2,no
1114,WV,11,510,no,yes,38,130,35.67,84,16.71,79,10.49,7.0,7,1.89,1,no
1115,WV,48,415,no,yes,34,70,33.66,121,23.26,71,9.81,7.6,4,2.05,1,no
1116,TN,63,415,no,no,0,75,27.97,118,12.57,97,11.37,11.2,2,3.02,0,no
1117,MI,79,510,no,no,0,107,37.55,97,16.34,74,7.25,12.2,2,3.29,1,no
1118,UT,47,408,no,yes,37,150,19.18,97,20.73,112,8.04,13.2,6,3.56,2,no
1119,IL,89,415,yes,yes,19,114,19.14,132,22.24,116,5.56,11.1,2,3.0,0,yes
1120,MI,83,510,no,yes,26,117,38.49,97,19.95,82,6.01,10.8,7,2.92,1,no
1121,ND,60,510,no,no,0,99,34.54,131,20.04,112,10.12,15.1,6,4.08,2,no
1122,VT,122,415,no,no,0,115,23.24,137,20.66,110,8.5,8.6,4,2.32,0,no
1123,WA,136,408,no,no,0,97,25.94,85,17.76,99,5.36,5.0,10,1.35,1,no
1124,NC,172,408,no,yes,47,102,46.73,118,15.86,123,11.03,8.8,2,2.38,1,no
1125,ME,102,510,no,no,0,116,33.27,87,17.77,73,9.05,8.3,3,2.24,1,yes
1126,SD,113,415,yes,no,0,82,34.73,115,16.05,97,6.27,9.2,7,2.48,1,no
1127,LA,111,415,no,yes,28,104,21.9,52,13.37,76,6.63,10.3,2,2.78,2,no
1128,GA,160,415,no,no,0,105,29.63,107,14.56,131,9.94,8.3,2,2.24,0,no
1129,FL,110,415,no,no,0,110,41.23,140,13.8,86,8.28,7.8,3,2.11,4,no
1130,NV,93,408,no,no,0,100,19.43,103,18.79,88,5.68,10.9,9,2.94,0,no
1131,IN,101,415,no,yes,33,137,37.35,94,15.88,113,8.3,9.5,2,2.57,2,no
1132,VA,77,510,no,no,0,136,24.63,115,12.86,73,11.36,12.3,3,3.32,2,no
1133,UT,105,415,no,yes,40,111,40.21,110,9.95,115,9.95,8.1,3,2.19,2,no
1134,UT,133,408,no,yes,44,80,29.58,113,17.8,87,10.08,14.1,7,3.81,2,yes
1135,MO,131,408,no,no,0,95,18.62,48,28.23,108,11.64,6.6,7,1.78,1,no
1136,CT,106,510,no,yes,33,120,13.87,85,20.03,113,6.79,9.9,4,2.67,1,no
1137,HI,118,415,no,no,0,113,22.68,92,10.29,129,11.46,5.9,4,1.59,1,no
1138,VA,95,415,no,no,0,88,33.49,68,16.18,104,9.54,16.1,8,4.35,0,no
1139,MT,80,415,no,no,0,160,33.68,87,13.32,76,8.19,9.3,3,2.51,3,no
1140,CO,37,408,no,no,0,107,33.92,110,17.64,123,3.78,8.1,4,2.19,2,no
1141,ID,87,415,no,no,0,93,26.66,68,18.34,77,10.05,7.6,6,2.05,1,no
1142,UT,195,415,no,no,0,108,10.74,88,18.72,99,8.28,5.1,3,1.38,0,no
1143,DE,67,415,yes,yes,35,59,30.79,116,18.35,106,9.73,16.9,4,4.56,0,yes
1144,OH,75,510,no,yes,27,102,19.98,127,17.58,114,8.75,4.2,7,1.13,3,no
1145,RI,123,415,no,yes,27,79,37.18,78,13.89,116,7.82,15.0,1,4.05,0,no
1146,OH,75,415,no,no,0,99,25.6,83,25.63,104,7.14,8.1,5,2.19,0,no
1147,MD,76,415,yes,no,0,66,46.46,121,22.41,84,7.43,12.0,7,3.24,1,yes
1148,IL,86,415,yes,no,0,120,45.24,92,15.47,103,9.29,10.3,4,2.78,1,no
1149,PA,140,408,no,no,0,89,19.18,65,13.32,85,11.23,16.3,6,4.4,0,no
1150,AZ,70,415,no,no,0,112,17.8,104,6.99,110,7.62,15.8,7,4.27,3,no
1151,NH,121,510,no,yes,35,62,32.95,97,16.8,95,9.85,5.9,4,1.59,0,no
1152,HI,118,415,no,no,0,122,43.04,78,17.09,108,8.79,9.7,7,2.62,2,no
1153,NJ,66,415,no,yes,16,92,29.7,105,19.73,98,13.74,8.9,2,2.4,1,no
1154,WI,78,408,no,no,0,102,14.79,64,16.46,120,9.26,11.0,5,2.97,0,no
1155,MD,129,415,no,yes,34,79,34.77,113,11.29,117,8.55,14.8,9,4.0,2,no
1156,OR,6,408,no,no,0,93,38.51,122,12.93,98,7.4,9.4,4,2.54,3,no
1157,AR,107,415,yes,no,0,106,22.66,89,15.55,123,10.85,12.9,2,3.48,3,yes
1158,MT,138,415,no,no,0,87,22.76,110,14.14,139,8.71,15.4,3,4.16,1,no
1159,CT,103,510,no,no,0,104,27.23,70,11.81,97,14.06,9.7,2,2.62,0,no
1160,GA,189,408,no,no,0,84,38.66,81,14.96,120,9.27,6.3,4,1.7,2,no
1161,NV,161,415,no,no,0,120,12.38,120,22.7,91,10.01,11.8,2,3.19,2,no
1162,DE,89,408,no,no,0,110,33.51,115,14.1,106,10.23,12.8,3,3.46,1,no
1163,NY,64,408,no,no,0,126,37.33,100,25.78,65,6.95,9.7,5,2.62,1,no
1164,MT,126,415,no,yes,30,90,26.08,97,12.87,97,6.92,12.8,4,3.46,4,yes
1165,IA,129,415,no,no,0,85,36.72,114,15.89,109,9.48,4.9,10,1.32,2,no
1166,LA,81,415,no,yes,36,120,19.7,95,20.11,90,11.48,11.7,6,3.16,3,no
1167,MT,114,510,no,no,0,101,32.27,80,12.55,121,7.77,10.6,5,2.86,1,no
1168,AZ,72,510,no,no,0,88,46.31,125,9.17,81,8.35,12.7,2,3.43,0,no
1169,SC,64,510,no,yes,40,116,35.7,89,19.78,94,7.6,5.9,4,1.59,8,no
1170,WV,57,415,yes,yes,17,94,40.21,94,13.86,117,10.65,12.2,3,3.29,2,no
1171,OH,65,510,no,no,0,117,26.16,122,18.71,147,12.62,8.5,3,2.3,2,no
1172,MD,163,408,no,no,0,120,37.91,98,19.3,125,8.47,8.8,5,2.38,1,no
1173,MD,136,415,no,no,0,74,42.91,81,14.27,110,11.17,10.7,3,2.89,2,no
1174,MN,116,408,no,no,0,84,33.64,113,14.29,145,10.79,12.0,6,3.24,1,no
1175,NE,93,408,no,no,0,74,25.91,88,23.34,120,11.35,6.6,5,1.78,3,no
1176,NY,92,408,no,no,0,82,45.15,75,15.36,113,9.5,8.6,2,2.32,1,no
1177,NV,37,415,no,no,0,114,39.73,109,17.67,101,9.57,12.0,2,3.24,2,no
1178,MA,51,415,no,no,0,99,31.13,107,13.61,121,14.03,7.0,3,1.89,1,no
1179,NH,174,408,no,no,0,96,23.7,108,12.19,107,10.13,10.0,5,2.7,2,no
1180,UT,68,415,no,no,0,112,36.36,100,22.14,97,10.52,8.4,3,2.27,1,yes
1181,FL,130,415,no,no,0,70,35.21,115,17.01,100,8.74,12.4,2,3.35,1,no
1182,WA,104,415,no,no,0,78,23.75,119,17.22,102,9.16,11.3,5,3.05,2,no
1183,CT,134,408,no,no,0,91,30.12,105,19.44,113,8.74,8.9,3,2.4,2,no
1184,KY,108,415,no,yes,35,136,28.87,101,14.76,105,9.66,9.5,7,2.57,2,no
1185,NM,103,415,no,no,0,83,29.5,65,20.77,66,9.97,9.7,2,2.62,3,no
1186,NV,162,415,no,no,0,89,19.57,111,16.73,98,9.56,11.4,3,3.08,2,no
1187,CA,93,510,no,yes,19,113,23.26,105,15.26,95,3.2,12.5,3,3.38,2,no
1188,ID,42,415,no,no,0,108,15.67,120,17.95,73,5.81,13.1,6,3.54,1,no
1189,OK,155,415,no,yes,23,112,41.46,106,11.31,123,9.62,13.4,11,3.62,2,no
1190,IA,36,510,no,no,0,94,19.91,117,20.01,108,9.96,9.0,2,2.43,0,no
1191,OH,143,415,no,no,0,99,37.96,128,14.2,84,9.14,4.5,4,1.22,0,yes
1192,NJ,197,510,no,no,0,111,26.32,102,14.58,86,10.23,10.6,2,2.86,3,no
1193,IA,81,510,no,no,0,141,44.44,102,18.33,96,12.23,8.0,6,2.16,1,yes
1194,DE,138,510,yes,no,0,104,7.91,114,15.81,95,7.54,9.6,4,2.59,4,yes
1195,CA,103,415,no,yes,18,84,25.48,84,14.53,112,7.72,11.5,7,3.11,0,yes
1196,WY,127,510,yes,no,0,102,41.17,80,19.22,96,11.34,13.9,5,3.75,2,yes
1197,OR,136,510,no,no,0,99,44.1,125,14.68,78,13.22,10.7,6,2.89,1,yes
1198,ME,99,415,no,no,0,102,37.81,89,15.79,81,10.7,12.0,8,3.24,2,no
1199,AR,95,415,no,no,0,79,11.8,109,16.22,102,9.9,8.9,5,2.4,0,no
1200,ME,118,408,yes,yes,21,122,26.61,125,17.78,81,7.14,11.1,3,3.0,4,yes
1201,WV,113,415,no,no,0,111,10.4,88,7.85,114,8.88,13.7,3,3.7,5,yes
1202,PA,128,408,yes,no,0,112,41.68,101,8.63,116,6.85,10.7,5,2.89,0,no
1203,HI,117,408,no,no,0,100,17.39,104,11.49,93,8.99,15.7,10,4.24,3,no
1204,MT,48,415,no,yes,36,92,39.25,121,14.25,87,12.15,7.6,4,2.05,3,no
1205,DC,81,510,yes,no,0,105,38.66,120,17.98,113,11.62,11.9,3,3.21,0,no
1206,AR,57,510,no,no,0,68,32.78,86,13.43,105,10.6,12.7,6,3.43,1,no
1207,MS,140,408,no,no,0,98,27.64,109,17.53,66,6.37,8.2,2,2.21,1,no
1208,OH,107,510,no,yes,38,92,37.3,73,15.34,91,4.68,11.0,1,2.97,2,no
1209,MO,56,415,no,no,0,111,23.32,119,14.1,72,8.2,14.3,4,3.86,1,no
1210,TX,159,415,no,no,0,103,14.91,97,23.65,93,7.68,10.5,10,2.84,1,no
1211,MD,102,415,no,no,0,80,46.09,133,14.62,105,7.61,10.3,5,2.78,1,no
1212,SC,106,408,no,no,0,106,8.87,113,18.71,95,5.05,11.4,2,3.08,2,no
1213,CO,86,415,no,no,0,93,37.03,95,18.25,70,10.29,11.3,7,3.05,0,no
1214,ID,169,415,no,no,0,79,40.07,85,11.64,97,9.94,13.3,10,3.59,1,no
1215,AZ,122,510,no,yes,22,92,34.77,121,11.87,103,9.23,8.6,5,2.32,2,no
1216,MN,52,415,no,yes,32,68,22.12,77,21.01,87,13.02,13.5,5,3.65,2,no
1217,DE,79,415,no,yes,34,100,17.63,78,20.09,102,11.55,14.8,4,4.0,2,no
1218,MI,135,415,no,no,0,91,40.78,104,15.05,118,9.77,5.9,3,1.59,2,no
1219,MS,70,408,no,no,0,110,25.23,90,22.7,101,6.82,8.9,4,2.4,0,no
1220,MA,80,408,no,no,0,106,25.26,65,17.92,86,9.17,10.0,2,2.7,2,no
1221,MN,161,415,no,yes,39,76,37.15,94,9.58,121,9.23,7.3,4,1.97,1,no
1222,VT,137,510,no,no,0,95,16.58,82,16.64,78,13.0,0.0,0,0.0,1,no
1223,CT,123,415,no,no,0,126,21.88,94,10.0,132,8.93,10.8,5,2.92,0,no
1224,WV,80,415,no,yes,38,69,40.22,68,16.79,102,9.43,9.5,10,2.57,2,no
1225,WV,94,415,no,no,0,113,14.6,91,19.27,110,12.58,15.6,16,4.21,0,no
1226,NE,105,415,no,yes,27,96,24.0,94,14.25,101,12.35,11.4,2,3.08,1,no
1227,NC,73,415,no,yes,31,104,33.05,84,14.96,110,10.35,11.5,3,3.11,0,no
1228,NE,112,415,no,no,0,100,28.49,90,13.13,107,12.66,17.3,3,4.67,2,no
1229,AZ,127,415,no,yes,14,99,24.34,91,14.44,77,9.97,11.6,1,3.13,1,no
1230,SD,122,415,yes,yes,40,80,36.79,90,21.22,99,8.37,12.7,4,3.43,1,no
1231,MT,33,510,no,yes,35,85,27.52,82,12.85,131,8.59,8.5,2,2.3,1,no
1232,VT,94,408,no,no,0,90,20.18,57,17.43,100,7.75,10.4,6,2.81,3,no
1233,UT,100,408,no,no,0,123,30.45,132,16.71,116,8.4,10.2,10,2.75,1,no
1234,DC,148,415,no,yes,38,110,35.56,73,9.91,105,4.93,16.5,4,4.46,2,no
1235,UT,91,415,no,yes,34,96,29.8,122,22.3,76,6.48,5.6,11,1.51,1,no
1236,WA,86,510,no,no,0,92,25.59,95,10.23,96,12.2,9.0,2,2.43,1,no
1237,SD,78,415,no,yes,25,73,33.56,113,25.13,73,9.53,13.2,2,3.56,0,no
1238,MT,94,510,no,no,0,136,27.8,111,12.21,82,11.4,12.6,5,3.4,1,no
1239,NJ,85,415,no,no,0,93,40.27,113,16.8,78,13.91,11.4,7,3.08,2,yes
1240,CT,89,415,no,no,0,77,13.99,80,14.21,70,8.76,7.2,4,1.94,1,no
1241,VA,128,415,no,no,0,111,36.72,115,13.06,74,10.22,12.7,4,3.43,1,no
